61115,11,2,0,9,21,51,0,0,0,101,10,65,2,0,0,11,30,2,0,543,3,0,2,0,2,1,0,51,3,0,6,3,4,1,0,12,2,149,10,3,1,34,1,12,140,3,2,3,0,0,17,22,1,16,26,5,27,12,10,3,1,0,10,0,2,2,10,0,0,2,0,0,0,0,2,9,19,0,0,90,15,3,39,2,12,33,2,14,19,0,0,4,0,2,0,3,0
61123,0,0,7,0,3,0,0,26,22,13,0,20,0,35,0,11,1,0,0,0,165,0,1,0,54,0,0,0,0,0,3,6,3,0,279,0,0,8,4,0,0,2,0,5,2,3,0,0,0,45,1,0,0,0,0,4,2,2,0,1,0,0,0,1,0,10,7,0,0,1,5,2,0,0,0,0,196,0,0,0,4,0,0,0,0,0,0,2,6,1,0,0,0,0,0,2,10
61131,13,15,8,20,40,368,1,44,44,312,6,282,0,1,3,62,206,0,0,26,17,103,0,7,2,5,3,218,46,1,213,91,4,5,5,22,1,5,39,9,44,41,49,1,17,9,9,18,2,8,11,13,0,21,373,3,30,27,15,0,37,1,33,1,0,29,11,2,2,3,51,3,18,0,0,3,26,1,3,17,337,33,0,1,76,6,3,34,0,13,1,27,5,78,4,11,706
61140,8,0,29,0,5,24,0,1,366,82,221,88,0,0,0,18,0,0,1,1,1,1,0,1,2,0,0,59,16,164,4,0,0,0,0,42,0,5,104,0,0,0,0,0,3,1,0,0,0,58,0,3,25,12,15,4,517,3,5,5,1,0,1,0,0,2,1,0,1,0,2,0,2,0,0,1,4,7,1,0,41,3,0,0,8,0,4,124,0,1,1,0,0,0,0,0,0
61158,3,0,43,0,24,52,3,1,10,57,0,58,0,0,0,0,0,14,6,3,6,0,2,15,226,0,0,19,1,0,16,63,2,0,0,13,200,2,0,8,0,35,11,0,18,0,2,2,1,25,2,5,1,1,5,0,0,3,3,0,25,0,5,0,2,2,7,11,0,0,0,0,7,0,0,0,0,0,0,0,64,2,0,0,31,0,0,16,0,2,0,1,0,0,0,1,0
61166,1,84,202,161,75,22,50,19,735,507,6,317,0,0,3,126,2,0,0,16,415,220,3,45,390,1,1,22,0,0,21,281,43,0,6,424,11,36,6,12,111,126,0,26,17,3,1,9,399,33,3,51,2,33,36,1,4,38,60,0,11,3,40,0,0,58,74,2,0,77,0,1,29,1,0,1,7,0,24,184,229,19,1,14,51,0,4,179,2,15,1,0,1,1,0,8,43
61174,1,0,3,0,9,0,0,0,2,54,0,96,0,3,0,8,2,3,0,9,24,0,0,0,2,1,1,0,1,1,44,4,61,2,18,5,1,2,0,4,0,12,0,0,2,0,0,0,1,35,0,0,0,0,4,0,0,1,3,0,5,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,384,986,1,57,4,3,7,1,5,5,0,5,0,0,0,6,0,10,1,1,0
61182,1,0,6,1,5,17,0,0,60,17,0,17,2,105,0,3,0,0,0,19,67,1,0,10,0,0,0,0,0,1,2,1,3,0,1,50,0,4,0,0,0,0,0,0,1,1,16,0,0,72,0,0,0,5,3,0,0,0,4,0,18,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,357,1,0,11,8,1,1,0,18,1,0,591,1,8,0,0,0,0,0,1,0
61190,19,0,14,0,51,9,0,0,13,177,2,249,239,1,5,23,4,0,20,3,1914,0,148,10,6,8,0,0,39,33,158,3,3,0,11,12,0,11,3,7,4,85,27,3,615,5,0,3,0,1,10,49,0,32,35,0,11,4,40,0,18,2,28,0,2,128,10,0,0,47,1,0,6,1,0,0,0,0,1,1441,158,4,14,14,28,2,0,5,5,5,0,0,1,8,0,1173,5
61204,22,4,284,31,105,186,0,13,2140,610,52,560,1,7,1,83,9,1,0,36,23,1,149,5,75,3,1,8,0,2,65,7,197,4,1878,24,3,16,16,27,135,86,3,2,18,10,111,13,7,31,17,19,1,53,140,3,15,23,43,0,81,2,67,10,0,486,11,24,4,81,1,0,77,4,0,429,753,7,5,14,408,37,2,34,87,24,0,107,6,8,2,17,1,11,7,8,4
61212,0,3,5,35,47,28,0,17,139,83,8,104,0,3,0,28,7,0,3,14,6,16,1,2,95,0,0,3,0,0,2,0,61,0,4,4,0,11,8,0,66,15,4,0,6,0,0,2,3,0,3,3,4,5,41,0,0,6,3,0,0,0,2,0,0,6,3,0,3,2,1,39,3,1,0,0,51,0,1,19,54,3,1,9,55,0,13,186,1,9,0,0,1,74,0,4,383
61220,29,1,16,3,48,8,0,2,99,522,0,515,0,0,0,81,775,3,5,28,8,38,1,5,3,4,1,5,3194,0,209,130,0,4,1,279,71,27,3,5,0,41,127,12,328,30,14,12,1,2,6,21,0,43,182,2,2,44,33,56,29,1,13,3,1,41,1,1,56,5,247,17,24,2,0,4,8,7,0,46,233,40,13,7,330,59,5,19,1,22,3,54,1,18,31,8,10
61239,1,0,10,2,28,0,0,1,1,27,0,59,0,214,0,3,1,2,0,6,5,0,0,0,67,0,0,0,0,0,17,11,613,0,436,3,0,4,6,1,0,3,3,23,5,0,2,0,0,25,1,0,0,0,0,1,0,15,2,0,2,0,6,0,0,6,0,0,7,1,5,0,0,1,0,0,777,0,0,1,10,2,1,1,2,4,0,5,0,1,0,2,0,0,0,1,0
61247,3,0,26,0,2,1,0,0,4,10,414,27,2,3,0,0,1,0,2,9,5,0,1,5,20,0,0,56,0,0,16,21,1,0,1,0,337,0,2,0,0,1,1,4,3,0,0,0,0,0,0,1,0,4,30,3,1,0,3,0,232,0,2,1,0,0,369,0,0,2,0,3,1,1,0,0,89,0,10,3,13,2,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0
61255,7,0,42,30,71,122,0,3,3,254,5,404,0,0,0,23,5,1,11,1077,21,1,3,86,575,4,1,20,5,3,133,99,5,3,0,43,6,8,0,21,0,113,82,45,21,108,10,11,50,0,1,26,2,39,63,3,6,16,26,0,21,0,21,0,0,23,31,55,1,90,205,0,34,1,0,2,9,0,16,8,232,3,2,2,1655,34,0,43,0,8,0,2,2,6,4,7,65
61263,46,0,33,74,67,10,74,12,23,776,8,524,0,2,0,130,859,2,0,12,19,68,34,7,163,0,1,3,78,0,126,5,0,3,4,42,15,20,2,108,3,44,2,6,0,932,11,8,0,0,21,13,2,22,16,4,6,8,43,32,260,2,12,4,4,1,18,4,6,8,129,19,50,1,0,1,9,108,7,22,311,4,17,10,54,198,12,25,0,9,13,167,10,8,980,5,141
61271,0,0,2,2,25,5,1,39,5,51,124,73,0,0,0,7,603,1,0,0,2,3,5,1,4,1,0,2,3,90,15,2,0,0,0,1,3,5,2,0,1,19,4,0,0,0,0,0,1,1,3,0,5,1,0,0,0,0,6,0,12,0,0,0,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,1,32,12,2,2,16,0,0,277,0,0,0,0,0,0,9,1,0
61280,48,26,9,50,253,52,73,194,16,2165,16,1041,0,0,0,203,223,3,86,27,21,322,0,10,9,27,3,5,4,4,2,18,29,23,2,182,109,43,23,204,56,124,19,48,9,186,30,125,8,15,48,76,23,54,17,983,222,645,286,4,133,7,86,5,11,37,85,10,12,10,4,129,115,3,11,99,13,1047,0,318,725,74,3,15,130,60,12,3926,877,31,1,21,634,13,60,8,50
61298,0,25,7,238,7,7,1,238,11,63,100,33,2,0,0,9,20,8,0,2,4,3,0,2,5,0,0,41,1,0,4,1,0,0,0,0,5,5,0,3,0,10,3,29,1,0,2,0,0,0,0,0,8,0,0,0,1,2,15,0,114,0,5,0,0,1,28,0,0,9,1,1,5,0,0,0,5,5,0,17,96,0,6,0,19,0,1,17,0,0,0,0,0,0,8,4,0
61301,1,0,50,0,9,3,0,3,18,50,0,76,0,3,0,20,0,0,0,1,3,0,0,2,69,1,0,0,0,0,13,1,266,1,249,11,0,5,197,2,53,3,1,1,0,0,0,0,0,1,4,0,2,0,2,0,0,0,2,0,1,0,0,0,0,19,68,0,0,6,1,0,4,1,0,16,272,1,1,11,16,0,0,0,1,0,0,77,0,1,0,0,2,0,0,1,0
61310,328,81,262,93,652,784,6,22,155,5015,27,3457,1666,23,5,557,69,26,10,362,197,170,54,47,32,37,22,10,46,59,1117,311,303,38838,66,2131,26,181,228,154,792,497,422,47,197,435,157,113,7,5332,257,212,103,803,1826,20,4357,414,334,41,357,9,471,2,53,185,140,11,14,48,11,261,583,37,31,188,50,13,23,127,2415,452,559,3574,161,436,15,508,98,1370,45,202,14,41,27,65,58
61328,0,0,74,2,8,1,0,116,52,88,5,88,0,0,0,47,4,0,0,10,5,107,0,0,128,1,3,0,0,1,85,11,231,2,387,1,0,5,2,7,2,14,2,1,1558,39,2,1,23,0,0,27,1,2,36,0,2,43,8,0,8,0,3,1,0,0,28,1,272,5,2,0,2,1,7,0,481,2,15,6,83,5,1,3,8,1,0,20,0,2,0,1,0,0,0,1,1
61336,19,10,260,4,103,13,0,3,589,569,4,1326,0,6,3,125,8,89,0,28,225,2,725,365,4,16,2,0,1,1306,231,687,6,513,7,27,14,49,14,9,1,79,149,5,138,49,8,16,2,9,14,7,3,46,216,6,27,43,41,1,267,1,19,0,0,248,19,2,17,2,0,2,16,0,0,2,953,195,9,402,364,188,7,13,25,11,4,10,6,17,0,15,3,41,5,11,0
61344,4,0,7,10,7,0,0,9,116,53,407,103,0,0,0,16,1,0,0,2,5,17,19,3,99,4,0,197,1,59,1,33,0,0,0,11,1,13,1,35,0,3,13,12,4,0,0,2,0,1,0,0,0,0,79,0,1,2,1,0,243,0,1,0,0,5,31,0,1,0,0,0,3,0,0,3,1,57,0,2,81,9,0,1,30,6,0,49,1,0,0,2,0,0,0,3,0
61352,0,0,11,6,24,0,0,0,0,58,0,92,0,170,0,9,5,0,0,1,4,0,0,3,163,1,0,2,0,0,12,22,442,0,39,6,1,3,238,0,0,2,10,240,494,2,0,2,1,4,0,1,0,9,9,1,3,39,3,1,2,0,2,0,0,4,0,0,2,1,0,0,6,0,0,0,622,5,0,1,45,23,0,7,0,3,0,15,59,0,0,2,1,0,0,2,0
61360,2,0,1,0,6,0,0,6,1,36,0,24,0,0,0,3,10,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,550,2,1,1,60,9,1,2,0,2,0,0,125,3,0,1,0,1,2,0,2,2,1,0,1,1,1,0,0,0,274,0,196,6,7,569,5,0,0,30,11,4,5,0,9,2,0,1,3,0,0,0,0,0,0,2,0,148,0,3,612
61379,555,21,494,89,207,430,0,230,141,2351,2,1033,1696,0,3,128,11,1296,13,65,280,88,11,17,449,15,2,2,14,4,315,11,37,59,0,168,9,59,700,164,22,174,152,48,95,21,44,62,0,13,93,64,1,263,37,14,9548,169,131,0,162,2,120,0,3,202,106,4,38,8,4,1329,163,39,0,15,33,16,11,109,462,119,1281,158,63,13,9,65,2,23,4,18,4,11,13,31,927
61387,0,0,7,0,11,17,0,0,1,28,2,45,0,0,0,6,1,0,0,0,98,1,0,7,10,0,0,1,149,0,22,19,0,0,0,3,189,6,0,0,0,39,3,4,8,0,0,0,5,4,0,0,31,2,0,0,0,1,2,0,10,0,2,0,0,2,143,5,0,0,0,0,2,0,0,0,0,0,1,1,27,0,0,0,188,5,4,2,0,1,0,0,0,0,0,1,2
61395,55,0,80,2,10,32,0,0,6,114,0,89,29,0,0,13,1,4,1,20,6,4,97,599,2,1,1,0,9,1,38,1,2,9,1,21,2,0,0,1,2,32,9,0,6,0,0,0,0,1,5,3,0,8,50,3,7,7,8,16,6,0,14,0,1,8,67,0,0,0,0,0,0,0,0,67,22,1,0,354,41,1,16,6,0,20,0,103,0,3,0,9,0,5,0,0,0
61409,1,0,19,1,5,5,0,0,5,20,0,19,0,184,0,10,0,12,0,12,8,0,0,1,53,0,22,0,0,0,13,30,20,0,6,26,1,1,0,0,0,0,0,1,4,1,0,1,0,2,0,0,0,0,5,1,5,1,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,515,1,0,5,30,1,10,0,8,1,0,1,0,1,0,2,0,0,0,1,0
61417,30,18,73,298,156,15,0,10,135,792,733,1436,2,0,0,132,21,48,12,92,47,41,9,21,1075,3,19,28,8,2,308,12,302,15,106,68,4,18,60,42,275,357,109,10,13,26,13,46,111,857,7,15,3,50,411,9,24,39,40,1,313,1,61,2,34,389,67,3,1,31,5,0,171,1,0,696,516,51,116,29,1001,26,23,445,168,2,3,100,4,15,0,3,3,11,0,20,1
61425,0,0,11,2,4,0,0,0,15,27,0,39,0,70,0,2,0,2,0,1,22,0,1,0,43,0,0,0,0,0,9,1,5,0,362,1,0,0,44,0,1,9,0,1,0,0,1,0,1,12,1,0,24,0,0,2,0,1,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,487,0,0,2,28,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
61433,12,33,1,110,67,928,0,0,187,364,2,243,0,0,0,445,202,54,1,8,41,22,180,6,4,2,2,109,197,2,33,23,1,0,0,55,508,12,2,56,2,24,13,24,11,141,4,8,0,0,17,17,15,50,223,0,17,55,25,0,13,2,25,10,251,18,12,1,49,4,800,0,105,0,7,46,0,0,2,7,99,114,0,1,220,2,34,15,10,6,0,27,3,2701,0,5,0
61441,2,0,8,4,42,10,0,0,18,164,0,158,5,0,0,38,0,1,1,1029,1,5,0,0,0,1,0,118,1,0,31,27,35,5,0,3,0,4,10,4,0,15,7,2,55,1,0,8,1,1,1,1,2,10,143,0,6,8,0,0,13,0,16,0,0,0,1278,0,0,3,0,0,4,0,0,1,27,0,4,3,49,0,2,2,99,1,3,23,1,9,0,1,0,1,1,5,2
61450,8,0,0,0,22,62,0,20,0,103,0,89,25,0,0,25,363,0,0,93,947,5,0,0,32,2,0,347,3,0,27,39,1,5,0,143,2,1,10,2,0,20,0,3,54,0,6,7,10,1,2,2,1,4,10,2,6,10,7,0,0,1,0,0,1,1,331,0,0,0,1,2,5,0,0,0,2,0,1,15,14,10,9,1,54,19,83,153,0,2,0,1,0,2,3,0,0
61468,1,40,23,1,7,1,2,180,7,105,0,108,0,0,0,36,3,0,0,0,12,0,0,2,70,10,6,1,0,1,3,15,64,1,60,0,0,3,9,3,15,13,123,0,18,0,1,2,0,0,0,0,1,6,32,0,1,4,14,9,5,0,5,0,0,0,10,0,93,18,0,0,2,0,0,0,736,4,2,0,108,9,0,2,4,1,0,189,37,0,0,10,0,3,0,0,0
61476,0,0,5,3,15,113,0,0,0,35,2,85,0,0,0,3,1,0,0,5,0,1,0,17,148,0,0,7,0,0,11,41,3,0,0,56,4,1,0,17,0,30,15,0,90,0,0,1,1,0,0,4,7,4,12,0,2,0,3,0,2,0,1,0,0,0,734,10,0,8,0,0,0,0,0,1,5,0,1,3,72,5,0,0,137,1,0,3,0,0,0,1,0,0,0,3,51
61484,10,2,10,3,45,5,0,14,3,306,382,585,0,0,0,105,4,1,0,1,8,177,1,2,3,33,6,12,2,3,55,11,0,6,1,24,6169,9,840,9,27,31,6,3,73,3,1,5,2,2,1,0,14,26,79,3,3,4,26,8,8,0,48,24,0,44,517,2,0,33,162,21,47,21,0,5,25,346,3,97,541,4,0,65,48,1,0,107,2,7,0,4,2,11,8,6,891
61492,38,3,22,18,237,27,0,1,38,1310,0,827,1,1,3,79,34,0,168,2,45,4,0,5,1,154,116,6,2,0,0,57,21,26,7,73,1826,17,2,142,4,374,32,17,3,220,41,40,0,47,37,13,164,114,111,8,49,128,190,1,54,49,168,1,0,75,12,5,14,16,4,118,20,2,2,8,161,1189,135,88,341,424,2,29,27,12,4,174,150,33,0,2,130,150,3,5,6
61506,4,0,0,2,21,73,0,0,10,85,0,50,0,0,0,179,11,0,0,8,1,11,111,0,0,0,0,39,11,0,17,6,0,0,0,158,47,3,1,4,8,10,0,0,0,179,0,4,1,0,1,0,0,2,46,0,19,9,2,0,7,0,7,0,87,1,55,0,3,0,24,0,12,0,48,7,0,0,2,0,88,14,0,0,18,11,143,14,0,1,1,0,0,1115,2,1,0
61514,1,0,40,0,5,0,0,0,4,31,0,45,0,296,0,17,0,0,0,2,91,0,0,4,186,0,1,0,0,0,10,12,12,0,324,78,0,3,111,4,30,36,0,0,0,0,0,2,0,90,0,0,5,6,68,2,0,1,2,1,4,0,0,0,11,7,156,0,0,1,4,0,0,0,0,0,633,0,0,1,17,0,77,0,13,1,0,14,0,6,0,0,0,2,0,3,1
61522,0,0,17,0,4,0,0,0,33,26,0,19,0,11,0,5,0,13,2,0,53,0,1,0,138,0,0,0,0,0,0,2,39,0,100,38,0,2,38,0,1,1,0,24,0,1,0,1,0,1,0,0,98,5,0,6,0,0,1,2,0,0,0,0,0,7,56,0,0,32,53,0,1,0,0,0,336,0,2,13,13,0,0,0,9,2,0,0,0,0,0,0,0,0,0,1,4
61530,15,2,0,5,33,47,0,697,14,262,5,217,0,4,0,85,682,1,0,0,13,11,58,1,7,3,3,76,44,0,49,16,2,0,0,30,2586,25,0,8,509,69,3,0,4,14,3,3,391,19,3,6,1,52,39,2,7,45,11,0,14,1,14,16,1,1,448,2,27,7,41,31,12,16,0,56,14,132,43,18,93,47,2,201,104,1,17,38,0,7,3,0,0,440,1,19,229
61549,13,1,64,10,100,5,0,333,40,496,21,256,304,0,3,28,99,44,6,4,4,2,1,0,1,3,2,1,0,0,31,48,6,67,0,46,5,3,2,2,50,29,37,4,1,4,8,7,11,0,12,2,2,22,2,4,13,25,11,2,26,8,5,0,1,0,9,12,5,2,1,1,49,0,7,19,2,133,1,281,142,6,650,6,0,3,11,171,0,3,0,4,8,4,3,4,3
61557,152,23,379,243,535,103,14,1500,486,3341,503,3582,26,20,10,338,48,70,28,1779,422,120,18,47,2235,26,26,27,19,48,1188,902,3165,56,709,325,44,226,26,779,89,1712,662,43,501,45,178,102,370,111,127,158,128,411,2597,110,300,259,209,62,1006,10,501,0,24,393,1689,18,1238,140,5,14,335,3,1363,22,4832,1607,1130,725,3344,200,23,568,319,60,7,3374,27,209,20,189,7,30,72,65,19
61565,2,0,16,2,60,3,0,0,5,404,0,482,0,0,0,55,3,0,78,1,12,4,0,2,3,28,34,2,0,1,0,18,1,68,1,45,479,5,0,11,0,79,28,6,1,16,9,4,0,23,5,3,731,16,92,1,10,32,29,4,26,8,25,1,0,23,33,0,7,2,2,5,18,0,1,2,60,717,47,371,202,129,1,0,52,2,0,18,97,20,0,7,97,221,1,5,1
61573,33,4,47,24,110,11,3,0,109,584,4,779,1,3,0,167,585,1,12,1,18,13,3,7,7,4,0,4,3672,0,125,36,0,11,0,51,269,5,2,22,76,117,15,105,22,145,12,19,6,1,23,29,1,53,185,11,9,69,36,2,22,5,39,0,2,15,47,6,97,9,1145,68,34,0,0,7,15,154,2,27,184,58,108,3,465,3,14,71,5,5,9,19,1,20,27,4,273
61581,1,0,0,2,24,5,0,0,19,64,1,74,0,0,0,789,17,0,0,2,1,65,1,0,0,0,0,135,142,0,12,25,1,4,0,3,101,1,0,0,2,18,3,6,2,10,0,1,1,2,3,1,2,4,24,0,4,1,2,1,13,4,2,2,0,0,1,0,1,0,21,6,6,6,0,19,32,7,0,11,8,8,30,0,6,1,3,2,0,2,0,3,0,604,0,0,22
61590,1,0,0,1,7,9,0,0,232,53,0,116,801,0,163,42,2,0,0,2,170,0,9,5,0,1,0,0,0,11,15,3,1,0,0,4,0,0,1,1,0,26,0,0,22,2,0,0,0,0,0,0,0,10,16,0,1,20,77,0,0,0,3,0,2,18,8,0,0,0,0,0,1,0,0,0,4,4,0,197,28,4,2,2,30,0,0,154,137,0,0,0,0,5,0,102,0
61603,1,0,1,0,0,0,0,13,1,12,0,28,0,0,0,44,13,3,0,0,2,3,0,1,1,2,1,27,0,0,10,2,0,0,0,2,458,4,2,0,23,1,0,3,0,1,0,0,9,0,0,0,0,5,1,0,4,1,8,0,0,0,0,16,0,0,149,0,0,0,95,0,1,1,0,12,10,348,0,0,1,0,0,5,2,0,2,0,0,0,0,0,0,109,0,4,169
61611,4,0,17,3,57,1,0,0,7,200,0,215,0,0,0,43,4,3,0,10,26,2,0,1,1,1,0,437,0,0,55,13,0,1,0,10,5,5,255,219,8,23,3,5,3,1,1,11,0,10,0,2,1,28,45,1,1,4,5,2,14,1,6,0,4,4,31,1,2,0,11,0,5,1,0,9,301,1022,1,0,44,7,24,0,0,11,3,8,0,6,0,14,1,5,5,5,0
61620,8,2,12,0,27,23,0,48,0,133,1,82,1495,0,0,26,29,31,0,2,8,4,2,2,0,2,0,0,0,0,26,22,0,12,1,100,2,0,1,10,3,18,2,11,0,1,1,3,0,0,9,4,0,2,22,0,27,7,1,6,6,0,7,0,0,5,19,2,1,1,0,3,3,3,0,3,5,115,0,3,17,14,219,2,0,1,6,548,4,1,0,5,2,1,1,6,3
61638,268,39,1086,238,953,157,0,8,786,2695,14,4416,24,24,21,171,50,477,12,234,531,67,1409,956,51,30,7,45,27,6114,1697,772,226,2195,55,300,63,285,452,193,25,1320,858,131,127,69,75,129,215,24,265,261,8,790,743,28,228,177,370,3,1009,16,403,3,15,1575,110,20,143,180,16,3,165,5,1,110,1739,35,544,731,1645,886,51,321,54,34,13,153,37,166,5,66,21,640,16,112,25
61646,1,0,7,1,10,2,0,1,1,47,0,41,0,1,5,16,1,0,78,0,0,13,0,0,0,18,15,0,0,0,0,50,0,1,0,59,206,4,0,1,0,5,10,0,0,0,0,0,0,0,0,1,0,3,10,0,2,7,7,0,3,0,10,1,0,0,4,0,0,1,0,0,4,0,0,0,0,1,229,20,56,19,83,5,0,1,0,63,82,1,2,0,0,8,0,1,0
61654,620,32,258,121,373,228,0,10,1028,2575,3,2595,108,4,5,253,100,26,4,553,395,53,649,47,25,14,6,3,16,36,1065,45,14,81,18,1462,20,363,872,83,643,257,410,40,66,58,43,61,920,400,324,163,5,347,6116,14,405,618,143,160,228,95,200,1,2,85,1396,10,11,70,6,58,499,7,0,23,1624,134,13,740,999,155,77,50,89,119,1,520,14,103,20,211,6,40,23,48,84
61662,20,0,56,2,26,15,0,0,8,241,0,225,567,5,0,31,0,0,1,2,61,2,38,4,487,0,0,0,1,1,57,7,0,2,0,158,0,11,2,117,207,24,13,4,204,17,1,3,69,0,3,2,8,2,94,0,75,228,12,0,11,0,5,1,0,65,60,1,0,4,0,0,14,21,0,0,104,56,0,489,86,17,12,8,10,24,0,49,0,6,0,1,1,1,0,5,11
61670,4,1,5,1,47,65,2,0,62,148,0,118,0,0,0,38,2,7,0,82,7,0,5,0,42,0,1,39,28,0,29,1,6,0,0,5,3,2,38,30,0,16,13,0,777,4,0,0,1,0,3,1,0,14,56,1,342,8,9,0,32,0,3,1,0,23,3,1,0,0,1,0,11,0,0,2,23,0,0,14,47,15,0,0,7,2,0,370,7,80,1,0,1,2,1,7,0
